MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
1980,"1980 IN RE: Toys""R""Us - Delaware, Inc., Fair and Accurate Credit Transactions Act (FACTA)",Margaret M. Morrow,CAC,,2008-10-09 00:00:00,2014-08-21 00:00:00,2:08-ml-01980,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
1981,1981 IN RE: Aon Corp. Wage and Hour EP,Charles Petros Kocoras,ILN,,2008-10-09 00:00:00,2012-07-11 00:00:00,1:08-cv-05802,,Employment Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
1982,"1982 IN RE: Tyson Foods, Inc., Chicken Raised Without Antibiotics Consumer",Richard D. Bennett,MD,,2008-10-17 00:00:00,2010-06-02 00:00:00,1:08-md-01982,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
1983,1983 IN RE: Indianapolis Life Insurance Company I.R.S. § 412 (i) and § 419 Plans Life Insurance Marketing,Jane J. Boyle,TXN,,2008-10-07 00:00:00,2013-07-16 00:00:00,3:08-md-01983,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
1984,"1984 IN RE: DirecTech Southwest, Inc., Fair Labor Standards Act (FLSA)",Martin Leach-Cross Feldman,LAE,,2008-10-08 00:00:00,2011-07-12 00:00:00,2:08-md-01984,,Employment Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
1985,1985 IN RE: Total Body Formula PL,R. David Proctor,ALN,,2008-10-21 00:00:00,2010-08-04 00:00:00,2:08-cv-01946,,Products Liability,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1987,1987 IN RE: Webkinz Antitrust Litigation,Richard G. Seeborg,CAN,,2008-10-17 00:00:00,2012-09-19 00:00:00, 3:08-md-01987,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1988,1988 IN RE: Countrywide Financial Corp. Mortgage Marketing & SP,Dana Makoto Sabraw,CAS,,2008-10-14 00:00:00,2012-06-28 00:00:00,3:08-md-01988,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1989,"1989 IN RE: SemGroup Energy Partners, L.P., SEC",Gregory Kent Frizzell,OKN,,2008-10-10 00:00:00,2011-11-28 00:00:00,4:08-md-01989,,Securities,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1990,"1990 IN RE: NorthStar Education Finance, Inc., CONT",Donovan W. Frank,MN,,2008-12-03 00:00:00,2010-04-15 00:00:00,0:08-md-01990,,Contract,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1992,1992 IN RE: Comcast Corp. Peer-to-Peer (P2P) Transmission CONT,Legrome D. Davis,PAE,,2008-12-05 00:00:00,2011-09-15 00:00:00,2:08-md-01992,,Contract,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1993,1993 IN RE: Polar Bear Endangered Species Act and § 4(d) Rule,Emmet G. Sullivan,DC,,2008-12-03 00:00:00,2013-11-21 00:00:00,1:08-mc-00764,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1994,1994 IN RE: VistaPrint Corp. Marketing & SP,Nancy Friedman Atlas,TXS,,2008-12-11 00:00:00,2009-08-31 00:00:00,4:08-md-01994,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1995,1995 IN RE: Time Warner Inc. Set-Top Cable Television Box Antitrust Litigation,P. Kevin Castel,NYS,,2008-12-12 00:00:00,2016-10-05 00:00:00,1:08-md-01995,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1996,1996 IN RE: Potash Antitrust Litigation (No. II),Ruben Castillo,ILN,,2008-12-02 00:00:00,2013-07-30 00:00:00,"1:08-cv-06910, 1:08-cv-05253",,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1997,1997 IN RE: Text Messaging Antitrust Litigation,Matthew F. Kennelly,ILN,,2008-12-03 00:00:00,2015-08-25 00:00:00,1:08-cv-07082,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1998,1998 IN RE: Countrywide Financial Corp. Customer Data Security Breach,Thomas B. Russell,KYW,,2008-12-02 00:00:00,2010-08-23 00:00:00,3:08-md-01998,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1999,1999 IN RE: Lawnmower Engine Horsepower Marketing & SP (No. II),Lynn S. Adelman,WIE,,2008-12-05 00:00:00,2011-07-12 00:00:00,2:08-md-01999,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2001,2001 IN RE: Whirlpool Corp. Front-Loading Washer PL,Christopher A. Boyko,OHN,,2008-12-02 00:00:00,2016-09-29 00:00:00,1:08-wp-65000,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2002,2002 IN RE: Processed Egg Products Antitrust Litigation,"Pratter, Gene E.K.",PAE,2008-10-09,2008-12-02,,2:08-md-2002,33,Antitrust,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Multiple orders; coding based on first entered order; comprehensive order,,Reynold Orsua,checked,2,5,0,5,,old
2003,"2003 IN RE: National City Corp. SEC, DER & ERISA",Solomon Oliver Jr.,OHN,,2008-11-26 00:00:00,2013-06-10 00:00:00,"1:08-nc-70000, 1:08-nc-70015",,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2004,2004 IN RE: Mentor Corp. ObTape Transobturator Sling Products Liability Litigation,Clay D. Land,GAM,,2008-12-03 00:00:00,2018-07-10 00:00:00,4:08-md-02004,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2005,"2005 IN RE: Air Crash at Tegucigalpa, Honduras, on May 30, 2008",Alan S. Gold,FLS,,2009-02-10 00:00:00,2010-08-06 00:00:00,1:09-md-02005,,Air Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2006,2006 IN RE: Chrysler LLC 2.7 Liter V-6 Engine Oil Sludge PL,Faith S. Hochberg,NJ,,2009-02-10 00:00:00,2009-08-31 00:00:00,2:07-cv-01740,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2007,2007 IN RE: Aftermarket Automotive Lighting Products Antitrust Litigation,George H. Wu,CAC,,2009-02-10 00:00:00,2014-07-10 00:00:00,2:09-ml-02007,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2008,2008 IN RE: Land Rover LR3 Tire Wear PL,Andrew J. Guilford,CAC,,2009-02-23 00:00:00,2013-08-07 00:00:00,8:09-ml-02008,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2009,"2009 IN RE: Regions Morgan Keegan Securities, Derivative and Employee Retirement Income Security Act (ERISA) Litigation","Mays, Samuel H.",TNW,2008-10-31,2009-02-12,,2:09-md-2009,66,Securities ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Applies Rule 42,"Court appoints two firms to serve as lead and liaison counsel for a group of four actions, but does not name individual attorneys or appoint leadership of the MDL itself. ",Robert Vogel,checked,1,2,0,2,,old
2011,2011 IN RE: The Reserve Fund SEC & DER,Paul G. Gardephe,NYS,,2009-02-10 00:00:00,2016-10-05 00:00:00,1:09-md-02011,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2013,2013 IN RE: Fannie Mae SEC & ERISA,Paul Austin Crotty,NYS,,2009-02-11 00:00:00,2015-10-26 00:00:00,"1:09-md-02013, 1:08-cv-07831",,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2014,2014 IN RE: Bank of America Corp. Auction Rate Securities (ARS) Marketing,Jeffrey Steven White,CAN,,2009-02-12 00:00:00,2012-02-14 00:00:00,4:09-md-02014,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2015,"2015 IN RE: Wachovia Corp. ""Pick-A-Payment"" Mortgage Marketing & SP",Jeremy D. Fogel,CAN,,2009-02-13 00:00:00,2015-12-07 00:00:00,3:09-md-02015,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2016,2016 IN RE: Yamaha Motor Corp. Rhino ATV PL,Jennifer B. Coffman,KYW,,2009-02-13 00:00:00,2013-01-16 00:00:00,3:09-md-02016,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2017,"2017 IN RE: Lehman Brothers Holdings, Inc., SEC & ERISA",Lewis A. Kaplan,NYS,,2009-02-09 00:00:00,2017-06-26 00:00:00,1:09-md-02017,,Securities,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2020,"2020 IN RE: Aetna, Inc., Out-of-Network ""UCR"" Rates Litigation","Hayden, Katharine S",NJ,2008-12-11,2009-04-08,,2:07-cv-3541,13,Contract ,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,"Contested; really interesting, rejects proposal to give everyone a title",,Abby Wolfe,checked,2,4,0,4,,old
2021,"2021 IN RE: Le-Nature's, Inc., Commercial",Donetta W. Ambrose,PAW,,2009-04-09 00:00:00,2014-07-10 00:00:00,2:08-cv-01518,,Contract,,,,,,,,,,,,,,,,,,,,Confirmed no orders on Lexis 6/8; BHS manually downloaded available orders via Bloomberg 6/8/26,BHS/complete/manual download,,,,,,,new
2022,"2022 IN RE: Payless ShoeSource, Inc., California Song-Beverly Credit Card Act",Dale Alan Drozd,CAE,,2009-04-09 00:00:00,2011-06-24 00:00:00,"2:09-cv-02022, 2:09-cv-01040",,,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2023,2023 IN RE: Bayer Corp. Combination Aspirin Products Marketing & SP,Brian Mark Cogan,NYE,,2009-04-14 00:00:00,2014-05-14 00:00:00,1:09-md-02023,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2025,"2025 IN RE: Staples, Inc., Wage and Hour EP",Katharine Sweeney Hayden,NJ,,2009-04-14 00:00:00,2012-04-24 00:00:00,2:08-cv-05746,,Employment Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2027,"2027 IN RE: Satyam Computer Services, Ltd., SEC",James Paul Oetken,NYS,,2009-04-09 00:00:00,2014-07-15 00:00:00,1:09-md-02027,,Securities,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2028,2028 IN RE: Edward H. Okun Internal Revenue Service § 1031 Tax Deferred Exchange,James Ware,CAN,,2009-04-15 00:00:00,2012-09-10 00:00:00,"3:09-md-02028,  3:09-cv-02079",,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2029,2029 IN RE: Online DVD Rental Antitrust Litigation,Phyllis J. Hamilton,CAN,,2009-04-10 00:00:00,2012-08-13 00:00:00,4:09-md-02029,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2030,"2030 IN RE: Merrill Lynch & Co., Inc., Auction Rate Securities (ARS) Marketing",Loretta A. Preska,NYS,,2009-06-10 00:00:00,2014-05-02 00:00:00,1:09-md-02030,,Securities,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2031,"2031 IN RE: Dairy Farmers of America, Inc., Cheese Antitrust Litigation",Robert Michael Dow Jr.,ILN,,2009-06-15 00:00:00,2015-10-05 00:00:00,1:09-cv-03690,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2032,"2032 IN RE: Chase Bank USA, N.A., ""Check Loan"" CONT",Maxine M. Chesney,CAN,,2009-06-26 00:00:00,2013-07-29 00:00:00,3:09-md-02032,,Contract,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2034,2034 IN RE: Comcast Corp. Set-Top Cable Television Box Antitrust Litigation,"Brody, Anita B.",PAE,2009-02-25,2009-06-17,,2:09-md-2034,24,Antitrust,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uncontested, drafted by counsel; only appoints liason counsel",,Reynold Orsua,checked,5,5,0,5,,old
2035,"2035 IN RE: RBS WorldPay, Inc., Customer Data Security Breach",Charles A. Pannell Jr.,GAN,,2009-06-09 00:00:00,2010-06-22 00:00:00,1:09-md-02035,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2036,2036 IN RE: Checking Account Overdraft Litigation,"King, James Lawrence",FLS,2009-02-26,2009-06-10,,1:09-md-2036,100,Contract ,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,"All orders entered. A bunch of the class certification orders at the end of the case appoint counsel based on settlement agreements we don't have. Need to pull those, add appointments from them, and doublecheck the coding on the class certification orders. 
",David Noll,checked,27,37,0,37,,old
2037,"2037 IN RE: Air Crash Over Makassar Strait, Sulawesi, Indonesia - 1/1/97",Marvin E. Aspen,ILN,,2009-06-17 00:00:00,2011-07-27 00:00:00,1:09-cv-03805,,Air Disaster,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2039,2039 IN RE: Sepracor Inc. Fair Labor Standards Act (FLSA),David G. Campbell,AZ,,2009-06-24 00:00:00,2009-12-09 00:00:00,2:09-md-02039,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2040,2040 IN RE: ConocoPhillips Co. Service Station Rent CONT,Ronald M. Whyte,CAN,,2009-06-11 00:00:00,2012-04-24 00:00:00,5:09-md-02040,,Contract,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2042,2042 IN RE: Refrigerant Compressors Antitrust Litigation,Sean Francis Cox,MIE,,2009-06-09 00:00:00,2017-05-08 00:00:00,2:09-md-02042,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2043,"2043 IN RE: Citigroup, Inc., Auction Rate Securities (ARS) Marketing (No. II)",Laura Taylor Swain,NYS,,2009-06-10 00:00:00,2013-09-03 00:00:00,1:09-md-02043,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2044,2044 IN RE: Vertrue Inc. Marketing and SP,Patricia Anne Gaughan,OHN,,2009-06-08 00:00:00,2018-11-02 00:00:00,1:09-vm-75000,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/manual/complete,,,,,,,new
2045,2045 IN RE: Apple iPhone 3G PL,James Ware,CAN,,2009-07-01 00:00:00,2014-07-10 00:00:00,5:09-md-02045,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2046,"2046 IN RE: Heartland Payment Systems, Inc., Customer Data Security Breach",Lee Hyman Rosenthal,TXS,,2009-06-10 00:00:00,2015-04-23 00:00:00,4:09-md-02046,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2047,2047 IN RE: Chinese-Manufactured Drywall Products Liability Litigation,"Fallon, Eldon E.",LAE,2009-03-13,2009-06-15,,2:09-md-2047,385,Products Liability,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,Different roles addressed in different orders,"Massive MDL. Coded all orders in Google Drive. Need to crosscheck Fallon's list of PTOs to make sure there aren't any orders RA missed. 
^MU: I didn't write the above; all orders in google drive have been inputted.",Mariah Uustal,checked,19,14,0,14,,old
2048,"2048 IN RE: Cox Enterprises, Inc., Set-Top Cable Television Box Antitrust Litigation",Robin J. Cauthron,OKW,,2009-06-11 00:00:00,2014-09-02 00:00:00,5:12-ml-02048,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2050,2050 IN RE: Bill of Lading Transmission and Processing System Patent,Sandra Shank Beckwith,OHS,,2009-06-11 00:00:00,2018-12-14 00:00:00,1:09-md-02050,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2051,2051 IN RE: Denture Cream PL,Cecilia M. Altonaga,FLS,,2009-06-09 00:00:00,2015-11-16 00:00:00,1:09-md-02051,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2052,"2052 IN RE: Tremont Group Holdings, Inc., SEC",Thomas Poole Griesa,NYS,,2009-06-11 00:00:00,2016-10-14 00:00:00,"1:09-md-02052,  1:08-cv-11117",,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2053,"2053 IN RE: Helicopter Crash Near Weaverville, CA - 8/5/08",Michael W. Mosman,OR,,2009-06-18 00:00:00,2013-07-22 00:00:00,3:09-md-02053,,Air Disaster,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2054,"2054 IN RE: LandAmerica 1031 Exchange Services, Inc., Internal Revenue Service § 1031 Tax Deferred Exchange",Joseph Fletcher Anderson Jr.,SC,,2009-06-12 00:00:00,2013-07-22 00:00:00,8:09-mn-02054,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2055,"2055 IN RE: Zimmer Holdings, Inc., SEC, DER & ERISA",Sarah Evans Barker,INS,,2009-06-09 00:00:00,2013-01-07 00:00:00,1:09-ml-06000,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2056,2056 IN RE: Enterprise Rent-A-Car Wage and Hour EP,Joy Flowers Conti,PAW,,2009-06-10 00:00:00,2014-07-24 00:00:00,2:09-mc-00210,,Employment Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2057,2057 IN RE: Kaplan Higher Education Corp. Qui Tam,Patricia A. Seitz,FLS,,2009-06-10 00:00:00,2012-08-24 00:00:00,1:09-md-02057,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2058,"2058 IN RE: Bank of America Corp. SEC, DER & ERISA",P. Kevin Castel,NYS,,2009-06-10 00:00:00,2016-08-03 00:00:00,1:09-md-02058,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2059,2059 IN RE: Activated Carbon-Based Hunting Clothing Marketing & SP,Richard House Kyle,MN,,2009-06-18 00:00:00,2013-05-24 00:00:00,0:09-md-02059,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2063,2063 IN RE: Oppenheimer Rochester Funds Group SEC,John L. Kane Jr.,CO,,2009-06-17 00:00:00,2018-02-27 00:00:00,1:09-md-02063,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2066,2066 IN RE: Oral Sodium Phosphate Solution-Based PL,Dan A. Polster,OHN,,2009-06-23 00:00:00,2012-11-08 00:00:00,1:09-sp-80000,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2067,2067 IN RE: Celexa and Lexapro Marketing and Sales Practices Litigation,"Gorton, Nathaniel M.",MA,2009-04-21,2009-08-19,2009-12-30,1:09-md-2067,13,Sales Practices ,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,Pretty comprehensive; expansive legal std; follows standard caption template,,Abby Wolfe,checked,1,4,0,4,,old
2068,2068 IN RE: Light Cigarettes Marketing & SP,John A. Woodcock Jr.,ME,,2009-09-10 00:00:00,2012-04-16 00:00:00,1:09-md-02068,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2070,"2070 IN RE: Citigroup, Inc., SEC",Sidney H. Stein,NYS,,2009-08-07 00:00:00,2017-04-24 00:00:00,"1:09-md-02070, 1:08-cv-09522",,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2072,2072 IN RE: Federal Home Loan Mortgage Corp. (Freddie Mac) SEC,Miriam Goldman Cedarbaum,NYS,,2009-08-11 00:00:00,2015-04-13 00:00:00,1:09-md-02072,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2073,2073 IN RE: Optimal Strategic U.S. Equity Fund SEC,Paul C. Huck,FLS,,2009-08-11 00:00:00,2010-10-28 00:00:00,1:09-md-02073,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2074,"2074 IN RE: WellPoint, Inc., Out-of-Network ""UCR"" Rates",Philip S. Gutierrez,CAC,,2009-08-19 00:00:00,2016-10-21 00:00:00,2:09-ml-02074,,Contract,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2075,"2075 IN RE: Austin Capital Management, Ltd., SEC & ERISA",Thomas Poole Griesa,NYS,,2009-08-11 00:00:00,2015-05-12 00:00:00,1:09-md-02075,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2076,"2076 IN RE: Park West Galleries, Inc., Marketing & SP",Robert S. Lasnik,WAW,,2009-08-11 00:00:00,2011-07-25 00:00:00,2:09-md-02076,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2081,2081 IN RE: Blood Reagents Antitrust Litigation,Joshua David Wolson,PAE,,2009-08-17 00:00:00,2018-10-30 00:00:00,2:09-md-02081,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2082,2082 IN RE: Meridian Funds Group SEC & ERISA,Thomas Poole Griesa,NYS,,2009-08-11 00:00:00,2016-10-20 00:00:00,1:09-md-02082,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2083,"2083 IN RE: KBR, Inc., Burn Pit",Roger W. Titus,MD,,2009-10-16 00:00:00,2019-01-16 00:00:00,8:09-md-02083,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2084,2084 IN RE: AndroGel Antitrust Litigation (No. II),"Thrash, Thomas W.",GAN,2009-06-17,2009-10-05,,1:09-md-2084,2084,Antitrust,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,Robert Vogel,checked,1,2,0,2,,old
2085,"2085 IN RE: Air Crash Near Clarence Center, NY - 2/12/09",William M. Skretny,NYW,,2009-10-06 00:00:00,2014-08-22 00:00:00,1:09-md-02085,,Air Disaster,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2086,2086 IN RE: Pre-Filled Propane Tank Marketing & SP,Gary A. Fenner,MOW,,2009-10-06 00:00:00,2012-06-20 00:00:00,4:09-md-02086,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2087,2087 IN RE: Hydroxycut Marketing & SP,Barry Ted Moskowitz,CAS,,2009-10-06 00:00:00,2015-09-29 00:00:00,3:09-md-02087,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2088,2088 IN RE: Fairfield Greenwich Group SEC,Victor Marrero,NYS,,2009-10-06 00:00:00,2017-11-28 00:00:00,"1:09-md-02088, 1:09-cv-00118",,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2089,2089 IN RE: Delta/AirTran Baggage Fee Antitrust Litigation,Timothy C. Batten Sr,GAN,,2009-10-06 00:00:00,2017-03-30 00:00:00,1:09-md-02089,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2090,2090 IN RE: Wholesale Grocery Products Antitrust Litigation,"Montgomery, Ann D.",MN,2009-07-02,2009-10-16,,0:09-md-2090,5,Antitrust,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Contested; court appoints competing parties as co-leads and tells them to play nice,,Reynold Orsua,checked,2,3,0,3,,old
2092,2092 IN RE: Chantix (Varenicline) PL,Inge Prytz Johnson,ALN,,2009-10-01 00:00:00,2014-10-06 00:00:00,2:09-cv-02039,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2093,"2093 IN RE: DirectTV, Inc., Early Cancellation Fee Marketing & SP",Andrew J. Guilford,CAC,,2009-10-09 00:00:00,2014-10-29 00:00:00,8:09-ml-02093,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2094,2094 IN RE: Cheerios Marketing & SP,Peter G. Sheridan,NJ,,2009-10-09 00:00:00,2013-01-03 00:00:00,3:09-cv-02413,,MDL x Docket Entries (2026-04-08),,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2096,"2096 IN RE: Zicam Cold Remedy Marketing, SP & PL",Frederick J. Martone,AZ,,2009-10-09 00:00:00,2011-09-15 00:00:00,2:09-md-02096,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2098,2098 IN RE: Kitec Plumbing System Products Liability Litigation,Ada Elene Brown,TXN,,2009-10-07 00:00:00,2011-11-28 00:00:00,3:09-md-02098,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2099,2099 IN RE: Stanford Entities Securities Litigation,"Godbey, David C.",TXN,2009-07-29,2009-10-06,,3:09-md-2099,153,Securities ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment order found; case settles quickly,This seems to have settled right away without any leadership appointments. ,David Noll,checked,0,0,0,0,,old
2100,"2100 IN RE: Yasmin and Yaz (Drospirenone) Marketing, Sales Practices and Products Liability Litigation",David R. Herndon,ILS,,2009-10-01 00:00:00,2019-01-04 00:00:00,3:09-md-02100,,Products Liability,,,,,,,,,,,,,,,,,,,,Massive docket; only grabbed case management orders,DN/complete/co-work,,,,,,,new
2102,"2102 IN RE: Sony Corp. SXRD Rear Projection Television Marketing, Sales Practices & Products Liability Litigation",Robert Porter Patterson Jr.,NYS,,2009-10-09 00:00:00,2011-01-05 00:00:00,1:09-md-02102,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2103,2103 IN RE: Kentucky Grilled Chicken Coupon Marketing & Sales Practices Litigation,James F. Holderman,ILN,,2009-12-04 00:00:00,2012-09-06 00:00:00,1:09-cv-07670,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2104,2104 IN RE: IKO Roofing Shingle Products Liability Litigation,Harold Albert Baker,ILC,,2009-12-03 00:00:00,2019-04-17 00:00:00,2:09-md-02104,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
