MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
2936,"2936 IN RE: Smitty's/CAM2 303 Tractor Hydraulic Fluid Marketing, Sales Practices and Products Liability Litigation","Bough, Stephen R.",MOW,,2020-06-02 00:00:00,,4:20-md-02936,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2938,"2938 IN RE: Evenflo Company, Inc., Marketing, Sales Practices and","Casper, Denise J.",MA,,2020-06-02 00:00:00,,1:20-md-02938,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2941,2941 IN RE: Nine West LBO Securities Litigation,"Rakoff, Jed S.",NYS,,2020-06-02 00:00:00,,1:20-md-02941,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2945,"2945 IN RE: Ahern Rentals, Inc., Trade Secret Litigation","Phillips, Beth",MOW,,2020-08-07 00:00:00,,2:20-md-02945,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2946,2946 IN RE: Inclusive Access Course Materials Antitrust Litigation,"Cote, Denise L.",NYS,,2020-08-11 00:00:00,,1:20-md-02946,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2947,"2947 IN RE: Lowe's Companies, Inc., Fair Labor Standards Act (FLSA) and Wage and Hour Litigation","Bell, Kenneth D.",NCW,,2020-08-05 00:00:00,,5:20-md-02947,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2948,"2948 IN RE: TikTok, Inc., Consumer Privacy Litigation","Lee, John Z.",ILN,,2020-08-04 00:00:00,,1:20-cv-04699,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2949,2949 IN RE: Profemur Hip Implant Products Liability Litigation,"Baker, Kristine G.",ARE,,2020-08-07 00:00:00,,4:20-md-02949,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2951,2951 IN RE: StubHub Refund Litigation,"Gilliam, Haywood S.",CAN,,2020-08-06 00:00:00,,4:20-md-02951,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2955,2955 IN RE: Arch Insurance Company Ski Pass Insurance Litigation,"Wimes, Brian C.",MOW,,2020-10-02 00:00:00,,4:20-md-02955,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2959,"2959 IN RE: Proven Networks, LLC, Patent Litigation","Albright, Alan D",TXW,,2020-10-01 00:00:00,,6:20-mc-02959,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2964,2964 IN RE: Society Insurance Company COVID-19 Business Interruption Protection Insurance Litigation,"Chang, Edmond E.",ILN,,2020-10-02 00:00:00,,1:20-cv-05965,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2966,2966 IN RE: Xyrem (Sodium Oxybate) Antitrust Litigation,"Koh, Lucy H.",CAN,,2020-12-16 00:00:00,,5:20-md-02966,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2967,"2967 IN RE: Clearview AI, Inc., Consumer Privacy Litigation","Coleman, Sharon Johnson",ILN,,2020-12-15 00:00:00,,1:21-cv-00135,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2968,2968 IN RE: Generali COVID-19 Travel Insurance Litigation,"Koeltl, John G",NYS,,2020-12-15 00:00:00,,1:20-md-02968,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2969,2969 IN RE: Erie COVID-19 Business Interruption Protection Insurance Litigation,"Hornak, Mark R.",PAW,,2020-12-15 00:00:00,,1:21-mc-00001,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2972,"2972 IN RE: Blackbaud, Inc., Customer Data Security Breach Litigation","Childs, J Michelle",SC,,2020-12-15 00:00:00,,3:20-mn-02972,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2973,2973 IN RE: Elmiron (Pentosan Polysulfate Sodium) Products Liability Litigation,"Martinotti, Brian R.",NJ,,2020-12-15 00:00:00,,2:20-md-02973,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2974,2974 IN RE: Paragard IUD Products Liability Litigation,"May, Leigh Martin",GAN,,2020-12-16 00:00:00,,1:20-md-02974,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2975,2975 IN RE: United Specialty Insurance Company Ski Pass Insurance Litigation,"Rogers, Yvonne Gonzalez",CAN,,2020-10-02 00:00:00,,4:20-md-02975,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2977,2977 IN RE: Broiler Chicken Grower Antitrust Litigation (No. II),"Shelby, Robert J.",OKE,,2020-12-15 00:00:00,,6:20-md-02977,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2981,2981 IN RE: Google Play Store Antitrust Litigation,"Donato, James",CAN,,2021-02-05 00:00:00,,3:21-md-02981,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2984,2984 IN RE: Folgers Coffee Marketing and Sales Practices Litigation,"Phillips, Beth",MOW,,2021-04-01 00:00:00,,4:21-md-02984,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2985,2985 IN RE: Apple Inc. App Store Simulated Casino-Style Games Litigation,"Davila, Edward J.",CAN,,2021-03-30 00:00:00,,5:21-md-02985,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2988,"2988 IN RE: All-Clad Metalcrafters, LLC, Cookware Marketing and Sales Practices Litigation","Ranjan, J. Nicholas",PAW,,2021-03-31 00:00:00,,2:21-mc-00491,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2989,2989 IN RE: January 2021 Short Squeeze Trading Litigation,"Altonaga, Cecilia M.",FLS,,2021-04-01 00:00:00,,1:21-md-02989,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2992,2992 IN RE: Bank of America California Unemployment Benefits Litigation,"Burns, Larry Alan",CAS,,2021-06-04 00:00:00,,3:21-md-02992,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2993,2993 IN RE: Crop Inputs Antitrust Litigation,"Clark, Stephen R",MOE,,2021-06-08 00:00:00,,4:21-md-02993,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2994,"2994 IN RE: Mednax Services, Inc., Customer Data Security Breach Litigation","Ruiz, Rodolfo A.",FLS,,2021-06-04 00:00:00,,0:21-md-02994,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2996,"2996 IN RE: McKinsey & Company, Inc., National Prescription Opiate Consultant Litigation","Breyer, Charles R.",CAN,,2021-06-07 00:00:00,,3:21-md-02996,,Miscellaneous,,,,,,,,,,,,,,,,,,,,Big MDL; only retrieved pre-trial orders,DN/complete/co-work,,,,,,,new
2998,2998 IN RE: Pork Antitrust Litigation,"Tunheim, John R.",MN,,2021-06-09 00:00:00,,0:21-md-02998,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3001,3001 IN RE: Google Play Store Simulated Casino-Style Games Litigation,"Davila, Edward J.",CAN,,2021-06-03 00:00:00,,5:21-md-03001,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3004,3004 IN RE: Paraquat Products Liability Litigation,"Rosenstengel, Nancy J.",ILS,,2021-06-07 00:00:00,,3:21-md-03004,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3006,3006 IN RE: Tasigna (Nilotinib) Products Liability Litigation,"Dalton, Roy B.",FLM,,2021-08-10 00:00:00,,6:21-md-03006,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3009,"3009 IN RE: Seresto Flea and Tick Collar Marketing, Sales Practices and Products Liability Litigation","Blakey, John Robert",ILN,,2021-08-11 00:00:00,,1:21-cv-04447,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3010,3010 IN RE: Google Digital Advertising Antitrust Litigation,"Castel, P. Kevin",NYS,,2021-08-10 00:00:00,,1:21-md-03010,,Antitrust,,,,,,,,,,,,,,,,,,,,Massive docket; only grabbed pre-trial orders,DN/complete/co-work,,,,,,,new
3014,"3014 IN RE: Philips Recalled CPAP, Bi-Level PAP, and Mechanical Ventilator Products Liability Litigation","Conti, Joy Flowers",PAW,,2021-10-08 00:00:00,,2:21-mc-01230,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3015,"3015 IN RE: Johnson & Johnson Sunscreen Marketing, Sales Practices and Products Liability Litigation","Singhal, Raag",FLS,,2021-10-08 00:00:00,,0:21-md-03015,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3017,3017 IN RE: Xarelto (Rivaroxaban) ('310) Patent Litigation,"Andrews, Richard G.",DE,,2021-12-10 00:00:00,,1:21-md-03017,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3019,3019 IN RE: T-Mobile Customer Data Security Breach Litigation,"Wimes, Brian C.",MOW,,2021-12-03 00:00:00,,4:21-md-03019,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3021,"3021 IN RE: SoClean, Inc., Marketing, Sales Practices and Products Liability Litigation","Conti, Joy Flowers",PAW,,2022-02-02 00:00:00,,2:22-mc-00152,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3023,3023 IN RE: Taxotere (Docetaxel) Eye Injury Products Liability Litigation,"Milazzo, Jane Triche",LAE,,2022-02-01 00:00:00,,2:22-md-03023,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3025,3025 IN RE: Procter & Gamble Aerosol Products Marketing and Sales Practices Litigation,"Watson, Michael H.",OHS,,2022-04-07 00:00:00,,2:22-md-03025,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3026,"3026 IN RE: Abbott Laboratories, et al., Preterm Infant Nutrition Products Liability Litigation","Pallmeyer, Rebecca R.",ILN,,2022-04-08 00:00:00,,1:22-cv-00071,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3028,"3028 IN RE: ONE Apus Container Ship Incident on November 30, 2020","Engelmayer, Paul A.",NYS,,2022-06-01 00:00:00,,1:22-md-03028,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3029,3029 IN RE: Covidien Hernia Mesh Products Liability Litigation (No. II),"Saris, Patti B.",MA,,2022-06-06 00:00:00,,1:22-md-03029,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3030,3030 IN RE: Deere & Company Repair Services Antitrust Litigation,"Johnston, Iain D.",ILN,,2022-06-01 00:00:00,,3:22-cv-50188,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3031,3031 IN RE: Cattle and Beef Antitrust Litigation,"Tunheim, John R.",MN,,2022-06-03 00:00:00,,0:22-md-03031,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3032,"3032 IN RE: Family Dollar Stores, Inc., Pest Infestation Litigation","Lipman, Sheryl H.",TNW,,2022-03-10 00:00:00,,2:22-md-03032,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3034,"3034 IN RE: Neo Wireless, LLC, Patent Litigation","Berg, Terrence G.",MIE,,2022-03-31 00:00:00,,2:22-md-03034,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3035,3035 IN RE: AME Church Employee Retirement Fund Litigation,"Anderson, S. Thomas",TNW,,2022-04-02 00:00:00,,1:22-md-03035,,Employment Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3036,3036 IN RE: Gardasil Products Liability Litigation,"Conrad, Robert J.",NCW,,2022-08-04 00:00:00,,3:22-md-03036,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3037,3037 IN RE: Recalled Abbott Infant Formula Products Liability Litigation,"Kennelly, Matthew F.",ILN,,2022-08-05 00:00:00,,1:22-cv-04148,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3038,3038 IN RE: Ozempic (Semaglutide) Patent Litigation,"Connolly, Colm F.",DE,,2022-08-05 00:00:00,,1:22-md-03038,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3040,3040 IN RE: Chrysler Pacifica Fire Recall Products Liability Litigation,"Lawson, David M.",MIE,,2022-08-03 00:00:00,,2:22-cv-03040,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3042,"3042 IN RE: Taasera Licensing, LLC, Patent Litigation","Gilstrap, James Rodney",TXE,,2022-08-03 00:00:00,,2:22-md-03042,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3043,3043 IN RE: Acetaminophen - ASD/ADHD Products Liability Litigation,"Cote, Denise L.",NYS,,2022-10-05 00:00:00,,1:22-md-03043,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3044,3044 IN RE: Exactech Polyethylene Orthopedic Products Liability Litigation,"Garaufis, Nicholas G.",NYE,,2022-10-07 00:00:00,,1:22-md-03044,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3047,3047 IN RE: Social Media Adolescent Addiction/Personal Injury Products Liability Litigation,"Rogers, Yvonne Gonzalez",CAN,,2022-10-06 00:00:00,,4:22-md-03047,,Products Liability,,,,,,,,,,,,,,,,,,,,Large docket; only retrieved CMOs,DN/complete/co-work,,,,,,,new
3050,"3050 IN RE: Chantix (Varenicline) Marketing, Sales Practices and Products Liability Litigation (No. II)","Failla, Katherine Polk",NYS,,2022-12-22 00:00:00,,1:22-md-03050,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3051,3051 IN RE: ARC Airbag Inflators Products Liability Litigation,"Ross, Eleanor L.",GAN,,2022-12-15 00:00:00,,1:22-md-03051,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3052,"3052 IN RE: Kia Hyundai Vehicle Theft Marketing, Sales Practices, and Products Liability Litigation","Selna, James V.",CAC,,2022-12-13 00:00:00,,8:22-ml-03052,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3055,3055 IN RE: Samsung Customer Data Security Breach Litigation,"O'Hearn, Christine P.",NJ,,2023-02-01 00:00:00,,1:23-md-03055,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3056,3056 IN RE: Overby-Seawell Company Customer Data Security Breach Litigation,"Grimberg, Steven D.",GAN,,2023-02-01 00:00:00,,1:23-md-03056,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3059,"3059 IN RE: Beyond Meat, Inc., Protein Content Marketing and Sales Practices Litigation","Ellis, Sara L.",ILN,,2023-02-01 00:00:00,,1:23-cv-00669,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3060,"3060 IN RE: Hair Relaxer Marketing, Sales Practices, and Products Liability Litigation","Rowland, Mary M.",ILN,,2023-02-06 00:00:00,,1:23-cv-00818,,Products Liability,,,,,,,,,,,,,,,,,,,,Large docket; only retrieved CMOs,DN/complete/co-work,,,,,,,new
3062,3062 IN RE: Crop Protection Products Loyalty Program Antitrust Litigation,"Schroeder, Thomas D.",NCM,,2023-02-06 00:00:00,,1:23-md-03062,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
3064,"3064 IN RE: Harley-Davidson Aftermarket Parts Marketing, Sales Practices and Antitrust Litigation","Griesbach, William C.",WIE,,2023-02-08 00:00:00,,2:23-md-03064,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3071,"3071 IN RE: RealPage, Inc., Rental Software Antitrust Litigation (No. II)","Crenshaw, Waverly D.",TNM,,2023-04-10 00:00:00,,3:23-md-03071,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3072,"3072 IN RE: Air Crash Into the Java Sea on January 9, 2021","Hilton, Claude M.",VAE,,2023-04-07 00:00:00,,1:23-md-03072,,Air Disaster,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
3073,3073 IN RE: T-Mobile 2022 Customer Data Security Breach Litigation,"Wimes, Brian C.",MOW,,2023-06-02 00:00:00,,4:23-md-03073,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3074,"3074 IN RE: BPS Direct, LLC, and Cabela's, LLC, Wiretapping Litigation","Kearney, Mark A.",PAE,,2023-06-02 00:00:00,,2:23-md-03074,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3075,"3075 IN RE: Prepared Food Photos, Inc., Copyright Litigation","Scriven, Mary S.",FLM,,2023-06-05 00:00:00,,8:23-md-03075,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3076,3076 IN RE: FTX Cryptocurrency Exchange Collapse Litigation,"Moore, K. Michael",FLS,,2023-06-05 00:00:00,,1:23-md-03076,,Securities,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3078,"3078 IN RE: Generac Solar Power Systems Marketing, Sales Practices and Products Liability Litigation","Adelman, Lynn S.",WIE,,2023-06-02 00:00:00,,2:23-md-03078,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3079,"3079 IN RE: Tepezza Marketing, Sales Practices, and Products Liability Litigation","Durkin, Thomas M.",ILN,,2023-06-02 00:00:00,,1:23-cv-03568,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3080,3080 IN RE: Insulin Pricing Litigation,"Martinotti, Brian R.",NJ,,2023-08-03 00:00:00,,2:23-md-03080,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3081,3081 IN RE: Bard Implanted Port Catheter Products Liability Litigation,"Campbell, David G.",AZ,,2023-08-08 00:00:00,,2:23-md-03081,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3083,3083 IN RE: MOVEit Customer Data Security Breach Litigation,"Burroughs, Allison D.",MA,,2023-10-04 00:00:00,,1:23-md-03083,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3084,"3084 IN RE: Uber Technologies, Inc., Passenger Sexual Assault Litigation","Breyer, Charles R.",CAN,,2023-10-04 00:00:00,,3:23-md-03084,,Miscellaneous,,,,,,,,,,,,,,,,,,,,Huge docket; only retreived items labaelled pretrial order or case management order,DN/complete/co-work,,,,,,,new
3087,"3087 IN RE: Future Motion, Inc. Products Liability Litigation","Freeman, Beth Labson",CAN,,2023-12-08 00:00:00,,5:23-md-03087,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3089,3089 IN RE: Oral Phenylephrine Marketing and Sales Practices Litigation,"Cogan, Brian M.",NYE,,2023-12-06 00:00:00,,1:23-md-03089,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3090,3090 IN RE: Fortra File Transfer Software Data Security Breach Litigation,"Ruiz, Rodolfo A.",FLS,,2024-02-05 00:00:00,,1:24-md-03090,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
3092,3092 IN RE: Suboxone (Buprenorphine/Naloxone) Film Products Liability Litigation,"Calabrese, J. Philip",OHN,,2024-02-02 00:00:00,,1:24-md-03092,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3093,3093 IN RE: Pipe Flashing Patent Litigation,"Nugent, Donald C.",OHN,,2024-01-30 00:00:00,,1:24-md-03093,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3094,3094 IN RE: Glucagon-like Peptide-1 Receptor Agonists (GLP-1 RAs) Products Liability Litigation,"Marston, Karen S.",PAE,,2024-02-02 00:00:00,,2:24-md-03094,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3096,3096 IN RE: Perry Johnson & Associates Medical Transcription Data Security Breach Litigation,"Kovner, Rachel P.",NYE,,2024-01-30 00:00:00,,1:24-md-03096,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3097,3097 IN RE: Concrete and Cement Additives Antitrust Litigation,"Liman, Lewis J.",NYS,,2024-04-12 00:00:00,,1:24-md-03097,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3098,"3098 IN RE: 23andMe, Inc., Customer Data Security Breach Litigation","Chen, Edward M.",CAN,,2024-04-11 00:00:00,,3:24-md-03098,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3101,3101 IN RE: Baby Food Products Liability Litigation,"Corley, Jacqueline Scott",CAN,,2024-04-11 00:00:00,,3:24-md-03101,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3102,3102 IN RE: The Church of Jesus Christ of Latter-Day Saints Tithing Litigation,"Shelby, Robert J.",UT,,2024-04-11 00:00:00,,2:24-md-03102,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3103,3103 IN RE: Aflibercept Patent Litigation,"Kleeh, Thomas S.",WVN,,2024-04-11 00:00:00,,1:24-md-03103,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3107,3107 IN RE: Passenger Vehicle Replacement Tires Antitrust Litigation,"Lioi, Sara",OHN,,2024-06-07 00:00:00,,5:24-md-03107,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3108,"3108 IN RE: Change Healthcare, Inc., Customer Data Security Breach Litigation","Frank, Donovan W.",MN,,2024-06-07 00:00:00,,0:24-md-03108,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3110,3110 IN RE: Granulated Sugar Antitrust Litigation,"Blackwell, Jerry W.",MN,,2024-06-07 00:00:00,,0:24-md-03110,,Antitrust,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
3111,3111 IN RE: Capital One 360 Savings Account Interest Rate Litigation,"Novak, David J.",VAE,,2024-06-07 00:00:00,,1:24-md-03111,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3113,3113 IN RE: Apple Inc. Smartphone Antitrust Litigation,"Neals, Julien Xavier",NJ,,2024-06-07 00:00:00,,2:24-md-03113,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3114,3114 IN RE: AT&T Inc. Customer Data Security Breach Litigation,"Brown, Ada E.",TXN,,2024-06-05 00:00:00,,3:24-md-03114,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3115,3115 IN RE: Consumer Vehicle Driving Data Tracking Litigation,"Thrash, Thomas W.",GAN,,2024-06-07 00:00:00,,1:24-md-03115,,Data Breach and Consumer Privacy,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3119,3119 IN RE: Shale Oil Antitrust Litigation,"Garcia, Matthew L.",NM,,2024-08-01 00:00:00,,1:24-md-03119,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3121,3121 IN RE: MultiPlan Health Insurance Provider Litigation,"Kennelly, Matthew F.",ILN,,2024-08-01 00:00:00,,1:24-cv-06795,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
3125,"3125 IN RE: AngioDynamics, Inc., and Navilyst Medical, Inc., Port Catheter Products Liability Litigation","Ohta, Jinsook",CAS,,2024-10-03 00:00:00,,3:24-md-03125,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
